"","surveyor_id","audio_1","record_prime","start_time","end_time","treat_assign","treat_all","block","community","TG_inv","TP_inv","female","education","age","age2","income","party_close","econfood","econinc","earners","assets1.elec","assets1.generator","assets1.radio","assets1.tv","assets1.phone","assets1.fridge","assets1.comp","assets1.stove","assets1.lock","assets2.watch","assets2.bike","assets2.moto","assets2.cart","assets2.car","assets2.tractor","assets2.wheelbarrow","assets2.smartphone","assets3.cattle","assets3.horses","assets3.mules","assets3.goats","assets3.sheep","assets3.chickens","assets3.rabbits","assets3.pigs","land","rooms","assets_pc_urb","assets_pc_rur","activism.act_rally_opp","activism.act_rally_zpf","activism.act_clothes","activism.act_volunteer","activism.act_ngo_peace","activism.act_ngo_elec","activism.act_run","activism.act_facebook","activism_pc","harm.exp","mdp.exp","abduct.exp","sexual.exp","murder.exp","torture.exp","arrest.exp","threat.exp","discrim.exp","trauma_exp","prob_threat_elec","prob_beat_elec","prob_abduct_elec","prob_mdp_elec","prob_sexual_elec","prob_kill_elec","prob_act_elec","prob_shirt_elec","prob_joke_elec","prob_meeting_elec","prob_vh_elec","prob_pungwe_elec","prob_testify_elec","prob_threat_now","prob_beat_now","prob_abduct_now","prob_mdp_now","prob_sexual_now","prob_kill_now","prob_act_now","prob_shirt_now","prob_joke_now","prob_meeting_now","prob_vh_now","prob_pungwe_now","prob_testify_now","prob_shirt_oth_elec","prob_joke_oth_elec","prob_meeting_oth_elec","prob_vh_oth_elec","prob_pungwe_oth_elec","prob_testify_oth_elec","prob_shirt_oth_now","prob_joke_oth_now","prob_meeting_oth_now","prob_vh_oth_now","prob_pungwe_oth_now","prob_testify_oth_now","fear_bin","anger_bin","sadness_bin","surprise_bin","disgust_bin","happiness_bin","prob_shirt_elec_bin","prob_joke_elec_bin","prob_meeting_elec_bin","prob_vh_elec_bin","prob_pungwe_elec_bin","prob_testify_elec_bin","prob_shirt_now_bin","prob_joke_now_bin","prob_meeting_now_bin","prob_vh_now_bin","prob_pungwe_now_bin","prob_testify_now_bin","prob_shirt_elec_oth_bin","prob_joke_elec_oth_bin","prob_meeting_elec_oth_bin","prob_vh_elec_oth_bin","prob_pungwe_elec_oth_bin","prob_testify_elec_oth_bin","prob_threat_elec_bin","prob_beat_elec_bin","prob_abduct_elec_bin","prob_mdp_elec_bin","prob_sexual_elec_bin","prob_kill_elec_bin","fear_st","anger_st","sadness_st","surprise_st","happiness_st","disgust_st","prob_threat_st","prob_beat_st","prob_abduct_st","prob_mdp_st","prob_sexual_st","prob_kill_st","prob_pun_st","prob_biz_st","prob_job_st","prob_worse_st","prob_asset_st","prob_theft_st","prob_sick_st","prob_econ_months_st","prob_econ_years_st","prob_econ_st","risk_seeking_st","risk_averse_st","prob_shirt_st","prob_joke_st","prob_meeting_st","prob_vh_st","prob_pungwe_st","prob_testify_st","prob_act_st","prob_shirt_oth_st","prob_joke_oth_st","prob_meeting_oth_st","prob_vh_oth_st","prob_pungwe_oth_st","prob_testify_oth_st","prob_act_oth_st","prob_act","prob_pun","prob_act_oth","risk_averse","uncer_seeking","loss_seeking","prob_econ","wristband","wristband_real"
"208","Surveyor 5","",0.567634296,"Mon Sep 28 11:52:32 UTC 2015","Mon Sep 28 12:15:24 UTC 2015","C",0,"Melody1","Budiriro",1.38095238095238,1.42857142857143,1,2,34,1156,40,3,4,4,2,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.36699943864816,-1.01664615415751,3,3,3,1,1,1,NA,0,0.88719953906959,0,0,0,0,0,0,0,1,1,0.222222222222222,3,3,2,3,1,3,4.5,5,3,5,5,5,4,2,2,1,2,1,1,5,5,5,5,5,5,5,3,2,3,1,2,2,4,3,4,2,4,3,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,-1.30209119361285,-1.04439903024185,-1.04954430804501,-0.379415956498362,1.22999791671005,-1.07236981569681,-0.591090862130291,-0.491576693596527,-1.18595720273044,-0.351958065013583,-1.35971684822655,-0.734809058318846,-0.863968183413298,-1.98733133383425,-1.88837094167702,-1.69667675070169,-1.12783031499372,-1.41523728121819,-1.13621145632579,-1.96590412380219,-1.94017708407783,-2.01443450946249,1.38097022586178,-1.38097022586178,1.25596955198404,1.01188560083603,1.17187090707464,1.47859124213478,1.45130898638635,1.21232146594621,1.41604388276521,0.329307290687956,-0.181111603967701,0.247271785588033,-1.56951085524804,0.200948854862619,-0.156938664954539,-0.222093035842138,4.75,2,2.75,-5,0,0,1.08333333333333,NA,0
"209","Surveyor 5","",0.016282938,"Mon Sep 28 09:04:43 UTC 2015","Mon Sep 28 09:19:18 UTC 2015","C",0,"Melody1","Budiriro",1.38095238095238,1.42857142857143,1,2,32,1024,200,2,4,4,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.866657641847713,-1.01664615415751,3,3,3,1,0,0,NA,0,-0.383764913260446,1,0,0,0,0,0,0,1,0,0.222222222222222,4,4,3,4,2,3,4.66666666666667,5,4,5,5,5,4,2,2,1,2,1,1,4.83333333333333,5,5,5,5,5,4,3,2,3,3,2,3,4,3,5,4,4,4,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,-1.30209119361285,-1.04439903024185,-1.04954430804501,-0.379415956498362,0.453706778710971,-1.07236981569681,-0.122041148151279,-0.00456572780430228,-0.738953310064077,0.119282858853976,-0.936870014958815,-0.734809058318846,-0.448028492620251,-1.57602425751507,-1.47870369193303,-2.1188356578668,-0.211013413773019,-0.975158560997329,-0.128023826064878,-1.56830553696579,-1.26542601426329,-1.4493883202544,1.38097022586178,-1.38097022586178,1.25596955198404,1.38665804559011,1.17187090707464,1.47859124213478,1.45130898638635,0.855558968126249,1.41604388276521,0.329307290687956,-0.181111603967701,0.835926260234173,0.874496315941123,0.200948854862619,0.997552663446671,0.62649467088629,4.75,2.41666666666667,3.33333333333333,-5,0,0,1.58333333333333,NA,0
"210","Surveyor 5","",0.121954204,"Mon Sep 28 09:19:44 UTC 2015","Mon Sep 28 09:41:32 UTC 2015","TG",1,"Melody1","Budiriro",1.38095238095238,NA,1,1,54,2916,80,2,4,4,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1.14215310776741,-1.01664615415751,2,2,2,1,0,0,NA,0,-0.407507712455352,0,1,0,0,0,1,0,1,1,0.444444444444444,5,5,4,5,3,4,1.83333333333333,2,2,1,2,2,2,4,4,3,5,2,3,2.66666666666667,3,2,2,3,3,3,2,2,2,2,2,1,3,3,3,3,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0.943009343827866,-1.04439903024185,-1.04954430804501,-1.16042911002884,-0.322584359288107,-1.07236981569681,1.28510799378576,1.45646716957237,0.602058367935004,2.00424655432421,-0.0911763484233544,0.725680995482587,1.04935439423472,0.0692040477616394,-0.249701942701093,0.414117785123872,0.705803487447685,-0.535079840776472,0.376069989065579,0.419687397216197,-0.0846116420878544,0.151575882501853,0.654086605797631,-0.654086605797631,-0.638046737530063,-0.48720417818031,-1.74802990699342,-0.324568809249099,-0.361411059061081,-0.214728525333647,-0.675010606728861,-0.841563076202553,-0.181111603967701,-0.930037163704245,-0.347507269653459,-1.02388226049049,-1.88867565755635,-1.07068074257057,2.25,3.91666666666667,2.16666666666667,-4,-2,1,3,NA,0
"211","Surveyor 5","",0.945694782,"Mon Sep 28 09:41:37 UTC 2015","Mon Sep 28 10:04:57 UTC 2015","C",0,"Melody1","Budiriro",1.38095238095238,1.42857142857143,1,2,20,400,70,3,3,4,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.14215310776741,-1.09188424088716,3,2,3,0,0,0,NA,0,-0.406530388423307,0,0,0,0,0,0,0,0,1,0.111111111111111,4,5,3,4,2,4,4.33333333333333,5,3,5,5,4,4,2,2,1,2,1,2,5,5,5,5,5,5,5,3,2,3,3,2,2,4,3,4,4,4,4,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,-1.30209119361285,-1.04439903024185,-1.04954430804501,-1.16042911002884,1.22999791671005,-1.07236981569681,-0.122041148151279,0.482445237987922,-0.738953310064077,0.119282858853976,-0.936870014958815,0.238850977548776,-0.198464678144423,-1.57602425751507,-1.88837094167702,0.836276692288985,0.247395036837333,-0.975158560997329,0.376069989065579,-0.574309069874797,-0.759362711902391,-0.695993401310283,-0.799680634330659,0.799680634330659,1.25596955198404,1.01188560083603,1.17187090707464,1.47859124213478,1.08876497729686,1.21232146594621,1.34634206644875,0.329307290687956,-0.181111603967701,0.247271785588033,0.874496315941123,0.200948854862619,0.420306999246066,0.384041040392453,4.66666666666667,2.66666666666667,3.16666666666667,-2,1,0,2.25,NA,0
"212","Surveyor 5","",0.650725909,"Mon Sep 28 10:06:00 UTC 2015","Mon Sep 28 10:26:07 UTC 2015","TP",1,"Melody1","Budiriro",NA,1.42857142857143,1,2,42,1764,200,1,4,4,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1.21031539216056,-0.941408067427866,2,2,1,0,0,0,NA,0,-0.434812072407929,1,0,0,0,0,1,0,1,0,0.333333333333333,5,5,4,4,3,4,1.83333333333333,2,1,3,2,2,1,4,4,3,1,1,1,3,3,2,4,4,4,1,2,1,3,2,2,1,3,2,4,3,3,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0.943009343827866,-1.04439903024185,-0.286343066651411,-1.16042911002884,-1.09887549728719,-0.34328911782977,1.28510799378576,1.45646716957237,0.602058367935004,-0.351958065013583,-0.514023181691085,-0.247979040385035,0.383850888965843,0.891818200399993,0.159965307042888,0.836276692288985,0.247395036837333,1.22523504010696,0.880163804196037,1.21488457088899,0.590139427726682,0.904970801445973,-0.0727970142665137,0.0727970142665137,-0.638046737530063,-0.861976622934394,-0.079515156097389,0.0360632010276775,0.00113295002840458,-1.28501601879354,-0.535606974095923,-0.841563076202553,-1.37607476416697,0.247271785588033,-0.347507269653459,-0.411466702813934,-1.31142999335575,-0.828227112076729,2.41666666666667,3.25,2.33333333333333,-3,-2,0,3.66666666666667,NA,0
"213","Surveyor 5","",0.005299177,"Mon Sep 28 10:26:34 UTC 2015","Mon Sep 28 10:47:29 UTC 2015","C",0,"Melody1","Budiriro",1.38095238095238,1.42857142857143,1,2,37,1369,300,2,4,5,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.0221805196043,-1.09188424088716,3,3,3,1,0,0,NA,1,-0.346993814901085,0,0,0,0,0,0,0,1,1,0.222222222222222,4,4,3,2,1,3,3.5,4,3,3,4,3,4,2,2,1,1,1,1,4.33333333333333,5,4,4,5,4,4,3,3,3,2,3,3,4,4,4,4,4,4,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,-1.30209119361285,-1.04439903024185,-1.04954430804501,0.401597197032113,1.22999791671005,-1.07236981569681,-0.122041148151279,-0.00456572780430228,-0.738953310064077,-1.2944399127487,-1.35971684822655,-0.734809058318846,-0.780780245254689,-1.98733133383425,-1.88837094167702,0.836276692288985,-0.669421864383371,-1.41523728121819,-0.128023826064878,-1.17070695012939,-1.09673824680966,-1.16686522565036,-0.0727970142665137,0.0727970142665137,0.877166294081218,0.637113156081943,-0.079515156097389,1.11795923185801,0.36367695911789,0.855558968126249,0.719025719600523,0.329307290687956,1.01385155623157,0.247271785588033,0.263494523143832,0.813364412539173,0.997552663446671,0.747721486133207,3.91666666666667,2.08333333333333,3.41666666666667,-3,2,-1,1.83333333333333,NA,0
"214","Surveyor 5","",0.46772448,"Mon Sep 28 07:42:13 UTC 2015","Tue Sep 29 13:57:31 UTC 2015","TP",1,"Melody0","Budiriro",NA,1.62962962962963,0,2,23,529,100,1,3,4,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0.866657641847713,-0.35416544706001,2,1,1,0,0,0,NA,0,-0.440048938865693,1,0,0,0,0,0,0,1,0,0.222222222222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.943009343827866,-1.04439903024185,-1.04954430804501,-1.16042911002884,-1.09887549728719,-0.34328911782977,NA,NA,NA,NA,NA,NA,NA,0.0692040477616394,-0.249701942701093,-0.00804112204124021,-0.211013413773019,-0.535079840776472,0.376069989065579,0.0220888103797994,-0.253299409541488,-0.130947212102192,1.38097022586178,-1.38097022586178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5,-1,0,2.75,NA,0
"215","Surveyor 5","",0.881073194,"Mon Sep 28 07:58:02 UTC 2015","Tue Sep 29 10:05:13 UTC 2015","C",0,"Melody0","Budiriro",1.62962962962963,1.62962962962963,0,1,19,361,86.6666666666667,3,3,4,3,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0.865046660285662,-0.941408067427866,3,3,3,0,0,0,NA,0,-0.401293521965543,0,0,0,0,0,0,0,1,0,0.111111111111111,4,4,3,3,2,3,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,3,2,3,3,3,2,4,3,4,4,4,3,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,-1.30209119361285,-1.04439903024185,-1.04954430804501,-0.379415956498362,1.22999791671005,-1.07236981569681,-0.122041148151279,-0.00456572780430228,-0.291949417397717,-0.823198988881142,-0.936870014958815,-0.734809058318846,-0.53121643077886,-1.57602425751507,-1.47870369193303,-2.1188356578668,-0.211013413773019,-0.535079840776472,-1.13621145632579,-1.56830553696579,-1.43411378171693,-1.54356268512242,-1.5265642543948,1.5265642543948,NA,NA,NA,NA,NA,NA,NA,0.329307290687956,-0.181111603967701,0.247271785588033,0.874496315941123,0.813364412539173,-0.156938664954539,0.384041040392453,NA,2.33333333333333,3.16666666666667,-1,4,3,1.5,NA,0
"216","Surveyor 3","",0.357747677,"Mon Sep 28 07:37:35 UTC 2015","Thu Oct 01 12:14:07 UTC 2015","C",0,"Faye0","Nyanadzi",1.4375,1.4375,0,3,27,729,350,3,3,4,2,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,4,0.525559248574748,1.61592582844991,3,3,3,3,0,0,NA,3,-0.238394400772169,1,0,0,0,0,0,0,1,0,0.222222222222222,2,2,2,2,2,4,3.66666666666667,5,4,4,4,2,3,1,1,1,1,1,1,4.33333333333333,5,4,5,4,4,4,4,4,4,4,2,1,4,4,4,4,2,2,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,-1.30209119361285,1.09784831531052,1.24005941613579,-1.16042911002884,-1.09887549728719,1.1148722779043,-1.52919029008831,-1.46559862518098,-1.18595720273044,-1.2944399127487,-0.936870014958815,-0.247979040385035,-1.19671993604774,1.30312527671917,-1.88837094167702,0.414117785123872,-0.669421864383371,-0.535079840776472,-0.632117641195336,-0.176710483038399,-0.590674944448757,-0.413470306706238,-0.0727970142665137,0.0727970142665137,1.25596955198404,1.01188560083603,0.754742219350627,0.75732722158123,0.00113295002840458,0.498796470306284,0.788727535916992,0.91474247413321,1.6113331363312,0.835926260234173,1.48549810873841,-1.02388226049049,-1.31142999335575,0.505267855639371,4,1.66666666666667,3.25,-3,0,-1,2.5,NA,0
"217","Surveyor 3","",0.361368699,"Thu Oct 01 12:55:38 UTC 2015","Thu Oct 01 13:27:48 UTC 2015","C",0,"Faye1","Nyanadzi",1.54545454545455,1.54545454545455,1,2,32,1024,85,3,3,4,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,3,-0.798061555370346,0.979682923837156,3,3,0,2,2,2,NA,0,2.14636534636229,0,0,0,0,0,0,0,1,1,0.222222222222222,5,5,5,5,5,5,2,1,1,3,1,4,2,4,4,4,4,4,4,1.83333333333333,4,1,1,2,1,2,1,1,2,1,1,2,1,1,4,2,2,4,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,-1.30209119361285,-1.04439903024185,-1.04954430804501,-1.16042911002884,1.22999791671005,-1.07236981569681,1.28510799378576,1.45646716957237,1.49606615326772,1.53300563045665,1.60021098464757,1.69934103135021,1.63166996134498,1.30312527671917,0.569632556786869,0.414117785123872,-0.669421864383371,-1.41523728121819,1.38425761932649,0.618486690634396,0.0840761253657796,0.339924612237883,-0.799680634330659,0.799680634330659,-0.638046737530063,-1.23674906768848,-1.33090121926941,-1.04583282980265,-0.361411059061081,-0.571491023153612,-0.953817871994738,-2.59786862653832,-1.9735563442666,-0.341382689058106,-1.56951085524804,-1.63629781816704,0.420306999246066,-1.55558800355824,1.91666666666667,4.5,1.83333333333333,-2,0,1,3.16666666666667,1,1
"218","Surveyor 3","",0.507993806,"Thu Oct 01 14:12:26 UTC 2015","Thu Oct 01 14:31:17 UTC 2015","C",0,"Faye1","Nyanadzi",1.54545454545455,1.54545454545455,1,2,28,784,450,2,4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.871310818145932,-1.09188424088716,3,0,3,3,0,0,NA,0,-0.364418295223542,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2.16666666666667,3,1,4,2,2,1,1,1,1,1,1,1,2.33333333333333,4,2,5,1,1,1,2,2,2,2,2,1,4,4,4,4,4,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.30209119361285,-1.04439903024185,-1.04954430804501,-1.16042911002884,1.22999791671005,-1.07236981569681,-1.52919029008831,-1.46559862518098,-1.18595720273044,-1.2944399127487,-0.936870014958815,-1.22163907625266,-1.36309581236495,-1.16471718119589,0.569632556786869,0.414117785123872,-1.58623876560407,1.22523504010696,-1.64030527145625,-0.176710483038399,-0.590674944448757,-0.413470306706238,-0.0727970142665137,0.0727970142665137,0.119559778275578,-0.861976622934394,0.754742219350627,-1.04583282980265,-1.08649907724005,-1.28501601879354,-0.675010606728861,-0.256127892757299,0.416369976131932,-0.341382689058106,0.263494523143832,0.200948854862619,-1.88867565755635,-0.343319851089057,2.25,1.5,2.66666666666667,-3,0,0,2.5,1,1
"219","Surveyor 3","",0.389153257,"Thu Oct 01 14:48:09 UTC 2015","Thu Oct 01 15:08:33 UTC 2015","TP",1,"Faye0","Nyanadzi",NA,1.4375,0,3,35,1225,60,1,3,4,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0.255088935285471,0.646190568662187,2,3,0,0,0,0,NA,0,-0.439350957197644,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,2.5,1,1,4,4,4,1,4,4,4,4,4,4,2.5,1,1,4,4,4,1,2,1,4,4,4,2,4,2,4,4,4,4,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,0.194642498014292,-0.330316581724392,-0.286343066651411,-1.16042911002884,1.22999791671005,-0.34328911782977,1.28510799378576,1.45646716957237,1.49606615326772,1.53300563045665,1.60021098464757,1.69934103135021,1.63166996134498,0.480511124080816,-1.06903644218905,0.414117785123872,-1.58623876560407,-1.41523728121819,-0.632117641195336,-0.574309069874797,-0.928050479356025,-0.790167766178298,0.654086605797631,-0.654086605797631,-1.77445651123852,-1.23674906768848,0.337613531626619,0.75732722158123,0.726220968207376,-1.28501601879354,-0.465905157779454,-0.256127892757299,-1.37607476416697,0.835926260234173,1.48549810873841,1.42577997021573,0.420306999246066,0.505267855639371,2.5,4.5,3.25,-4,0,0,2.16666666666667,0,1
"220","Surveyor 3","",0.902441605,"Thu Oct 01 15:41:46 UTC 2015","Thu Oct 01 16:21:29 UTC 2015","C",0,"Faye0","Nyanadzi",1.4375,1.4375,0,2,34,1156,40,3,2,4,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,-1.02451886781315,0.829206750377865,3,3,3,3,2,2,NA,2,2.26676340552854,0,0,0,0,0,0,0,1,1,0.222222222222222,4,4,4,4,4,5,1.33333333333333,2,1,2,1,1,1,2,2,2,2,2,2,2.66666666666667,4,2,4,2,2,2,1,1,2,2,2,2,4,2,4,4,4,4,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,-0.553724347799281,-1.04439903024185,-1.04954430804501,-1.16042911002884,1.22999791671005,-1.07236981569681,-0.122041148151279,-0.00456572780430228,0.155054475268644,0.119282858853976,0.331670484844376,0.725680995482587,0.217475012648624,1.30312527671917,0.569632556786869,0.414117785123872,-0.669421864383371,-0.535079840776472,-0.632117641195336,0.419687397216197,-0.0846116420878544,0.151575882501853,-1.5265642543948,1.5265642543948,-0.259243479627243,-0.861976622934394,-0.496643843821397,-1.04583282980265,-1.08649907724005,-0.928253520973577,-0.884116055678269,-0.841563076202553,-1.37607476416697,-0.341382689058106,0.263494523143832,0.200948854862619,0.420306999246066,-0.343319851089057,2,3.08333333333333,2.66666666666667,-1,0,0,3,1,1
"221","Surveyor 3","",0.428808803,"Thu Oct 01 07:37:48 UTC 2015","Thu Oct 01 08:33:11 UTC 2015","C",0,"Faye0","Bikita",1.4375,1.4375,0,2,26,676,50,3,4,4,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,-0.637220252149518,0.241964130010009,2,0,3,0,0,0,NA,0,-0.425734302828499,1,0,1,0,0,1,0,1,0,0.444444444444444,3,5,4,NA,4,4,3.16666666666667,5,2,4,3,4,1,1,1,1,1,2,2,4,5,4,5,4,4,2,2,2,2,2,2,2,5,4,5,4,4,4,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,NA,1,1,0.194642498014292,-1.04439903024185,-1.04954430804501,-1.16042911002884,1.22999791671005,-1.07236981569681,-1.0601405761093,-0.00456572780430228,-0.291949417397717,-1.76568083661626,0.331670484844376,0.238850977548776,-0.319465315466037,0.480511124080816,0.569632556786869,0.414117785123872,1.16421193805804,1.22523504010696,1.38425761932649,1.41368386430719,0.758827195180316,1.093319531182,-0.0727970142665137,0.0727970142665137,1.25596955198404,0.262340711327859,0.754742219350627,0.396695211304454,0.726220968207376,-0.928253520973577,0.440218454334646,0.329307290687956,0.416369976131932,0.247271785588033,0.263494523143832,0.200948854862619,0.420306999246066,0.384041040392453,3.58333333333333,2.54545454545455,3.16666666666667,-3,0,0,3.83333333333333,1,1
"222","Surveyor 3","",0.153033993,"Thu Oct 01 08:33:45 UTC 2015","Thu Oct 01 09:03:23 UTC 2015","TG",1,"Faye1","Nyanadzi",1.54545454545455,NA,1,2,47,2209,20,2,5,4,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,2,-1.03215212136676,1.46544965499062,3,3,3,0,0,0,NA,0,-0.401293521965543,0,0,0,0,0,0,1,1,1,0.333333333333333,1,2,3,3,3,2,1.66666666666667,1,1,2,2,2,2,1,2,2,2,2,2,3,2,2,4,4,3,3,2,1,2,2,2,1,4,2,3,3,4,3,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.30209119361285,-0.330316581724392,0.47685817474219,-1.16042911002884,-0.322584359288107,0.385791580037266,-1.99824000406733,-0.978587659388752,-0.291949417397717,-0.351958065013583,-0.0911763484233544,-0.734809058318846,-0.780780245254689,0.480511124080816,-1.88837094167702,-0.00804112204124021,-1.12783031499372,-0.535079840776472,-0.632117641195336,-0.375509776456598,-1.09673824680966,-0.790167766178298,0.654086605797631,-0.654086605797631,-1.3956532533357,-0.861976622934394,-0.496643843821397,0.0360632010276775,-0.361411059061081,-0.214728525333647,-0.605308790412392,-0.256127892757299,-1.37607476416697,-0.930037163704245,-0.347507269653459,0.200948854862619,-0.734184329155144,-0.707000296829812,2.33333333333333,2.08333333333333,2.41666666666667,-4,0,0,2.16666666666667,0,1
"223","Surveyor 3","",0.45802286,"Thu Oct 01 09:04:07 UTC 2015","Thu Oct 01 09:37:43 UTC 2015","C",0,"Faye1","Nyanadzi",1.54545454545455,1.54545454545455,1,1,43,1849,0,3,4,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,3,-0.637220252149518,1.54068774172026,3,2,3,1,0,0,NA,0,-0.389001779718209,0,0,0,0,0,0,0,1,1,0.222222222222222,3,4,4,4,4,4,2.66666666666667,4,1,4,3,3,1,1,1,1,1,1,1,2.16666666666667,4,1,1,1,1,5,1,2,2,2,2,2,3,4,4,3,4,3,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,-1.30209119361285,-1.04439903024185,-1.04954430804501,-1.16042911002884,1.22999791671005,-1.07236981569681,-1.0601405761093,-0.491576693596527,-0.291949417397717,-0.351958065013583,-0.0911763484233544,-0.247979040385035,-0.448028492620251,-0.753410104876714,-0.249701942701093,0.414117785123872,-0.669421864383371,-1.41523728121819,-1.13621145632579,0.0220888103797994,-1.43411378171693,-0.790167766178298,-1.5265642543948,1.5265642543948,0.498363036178398,-1.23674906768848,-0.913772531545405,-0.685200819525875,-0.723955068150567,0.142033972486319,-0.535606974095923,-1.42699825964781,0.416369976131932,-0.341382689058106,-0.347507269653459,0.200948854862619,-0.156938664954539,-0.343319851089057,2.41666666666667,2.41666666666667,2.66666666666667,-1,2,4,2.16666666666667,0,1
