"","surveyor_id","audio_1","record_prime","start_time","end_time","treat_assign","treat_all","block","community","TG_inv","TP_inv","female","education","age","age2","income","party_close","econfood","econinc","earners","assets1.elec","assets1.generator","assets1.radio","assets1.tv","assets1.phone","assets1.fridge","assets1.comp","assets1.stove","assets1.lock","assets2.watch","assets2.bike","assets2.moto","assets2.cart","assets2.car","assets2.tractor","assets2.wheelbarrow","assets2.smartphone","assets3.cattle","assets3.horses","assets3.mules","assets3.goats","assets3.sheep","assets3.chickens","assets3.rabbits","assets3.pigs","land","rooms","assets_pc_urb","assets_pc_rur","activism.act_rally_opp","activism.act_rally_zpf","activism.act_clothes","activism.act_volunteer","activism.act_ngo_peace","activism.act_ngo_elec","activism.act_run","activism.act_facebook","activism_pc","harm.exp","mdp.exp","abduct.exp","sexual.exp","murder.exp","torture.exp","arrest.exp","threat.exp","discrim.exp","trauma_exp","prob_threat_elec","prob_beat_elec","prob_abduct_elec","prob_mdp_elec","prob_sexual_elec","prob_kill_elec","prob_act_elec","prob_shirt_elec","prob_joke_elec","prob_meeting_elec","prob_vh_elec","prob_pungwe_elec","prob_testify_elec","prob_threat_now","prob_beat_now","prob_abduct_now","prob_mdp_now","prob_sexual_now","prob_kill_now","prob_act_now","prob_shirt_now","prob_joke_now","prob_meeting_now","prob_vh_now","prob_pungwe_now","prob_testify_now","prob_shirt_oth_elec","prob_joke_oth_elec","prob_meeting_oth_elec","prob_vh_oth_elec","prob_pungwe_oth_elec","prob_testify_oth_elec","prob_shirt_oth_now","prob_joke_oth_now","prob_meeting_oth_now","prob_vh_oth_now","prob_pungwe_oth_now","prob_testify_oth_now","fear_bin","anger_bin","sadness_bin","surprise_bin","disgust_bin","happiness_bin","prob_shirt_elec_bin","prob_joke_elec_bin","prob_meeting_elec_bin","prob_vh_elec_bin","prob_pungwe_elec_bin","prob_testify_elec_bin","prob_shirt_now_bin","prob_joke_now_bin","prob_meeting_now_bin","prob_vh_now_bin","prob_pungwe_now_bin","prob_testify_now_bin","prob_shirt_elec_oth_bin","prob_joke_elec_oth_bin","prob_meeting_elec_oth_bin","prob_vh_elec_oth_bin","prob_pungwe_elec_oth_bin","prob_testify_elec_oth_bin","prob_threat_elec_bin","prob_beat_elec_bin","prob_abduct_elec_bin","prob_mdp_elec_bin","prob_sexual_elec_bin","prob_kill_elec_bin","fear_st","anger_st","sadness_st","surprise_st","happiness_st","disgust_st","prob_threat_st","prob_beat_st","prob_abduct_st","prob_mdp_st","prob_sexual_st","prob_kill_st","prob_pun_st","prob_biz_st","prob_job_st","prob_worse_st","prob_asset_st","prob_theft_st","prob_sick_st","prob_econ_months_st","prob_econ_years_st","prob_econ_st","risk_seeking_st","risk_averse_st","prob_shirt_st","prob_joke_st","prob_meeting_st","prob_vh_st","prob_pungwe_st","prob_testify_st","prob_act_st","prob_shirt_oth_st","prob_joke_oth_st","prob_meeting_oth_st","prob_vh_oth_st","prob_pungwe_oth_st","prob_testify_oth_st","prob_act_oth_st","prob_act","prob_pun","prob_act_oth","risk_averse","uncer_seeking","loss_seeking","prob_econ","wristband","wristband_real"
"224","Surveyor 3","",0.539058344,"Thu Oct 01 09:38:30 UTC 2015","Thu Oct 01 09:59:19 UTC 2015","TG",1,"Faye0","Nyanadzi",1.4375,NA,0,1,23,529,400,2,1,3,1,1,0,1,1,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,3,1.89803548636618,0.363617750054026,0,0,0,2,0,0,NA,0,-0.437464702140068,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,3,1.83333333333333,3,2,2,1,1,2,1,1,1,1,1,1,3,5,3,4,2,2,2,2,2,2,2,2,3,4,4,4,4,4,5,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194642498014292,-0.330316581724392,-1.04954430804501,-1.16042911002884,1.22999791671005,-1.07236981569681,-1.52919029008831,-1.46559862518098,-1.18595720273044,-1.2944399127487,-0.936870014958815,-0.734809058318846,-1.27990787420635,0.891818200399993,-1.06903644218905,0.414117785123872,-1.58623876560407,-1.41523728121819,-0.632117641195336,-0.375509776456598,-0.928050479356025,-0.695993401310283,-1.5265642543948,1.5265642543948,0.498363036178398,-0.112431733426225,-0.496643843821397,-1.04583282980265,-1.08649907724005,-0.571491023153612,-0.535606974095923,-0.256127892757299,0.416369976131932,-0.341382689058106,0.263494523143832,0.200948854862619,1.57479832764728,0.384041040392453,2.41666666666667,1.58333333333333,3.16666666666667,-1,4,4,2.25,0,1
"225","Surveyor 3","",0.462695978,"Thu Oct 01 10:06:44 UTC 2015","Thu Oct 01 10:32:38 UTC 2015","TP",1,"Faye1","Nyanadzi",NA,1.54545454545455,1,0,65,4225,40,2,3,3,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,2,-0.782453858655421,1.46544965499062,3,3,3,0,0,0,NA,0,-0.401293521965543,0,0,0,0,0,0,0,0,0,0,4,3,3,2,2,3,3,4,1,4,4,4,1,1,1,1,1,1,1,3,4,1,4,4,4,1,2,1,3,2,2,1,4,1,3,2,2,1,1,1,0,0,0,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.194642498014292,0.383765866793064,-1.04954430804501,-1.16042911002884,-0.322584359288107,-1.07236981569681,-0.591090862130291,-0.978587659388752,-0.738953310064077,-1.2944399127487,-0.936870014958815,-0.734809058318846,-0.947156121571908,-1.16471718119589,-1.06903644218905,1.2584355994541,-0.669421864383371,-1.41523728121819,-1.64030527145625,-0.773108363292995,-1.09673824680966,-0.978516495914328,-0.799680634330659,0.799680634330659,0.498363036178398,-1.23674906768848,0.337613531626619,0.75732722158123,0.726220968207376,-1.28501601879354,-0.0476942598806386,-0.256127892757299,-1.9735563442666,-0.341382689058106,-0.95850906245075,-1.02388226049049,-1.88867565755635,-1.3131343730644,3,1.91666666666667,2,-2,0,1,2,0,1
"226","Surveyor 3","",0.37526321,"Thu Oct 01 10:32:56 UTC 2015","Thu Oct 01 10:59:53 UTC 2015","C",0,"Faye0","Nyanadzi",1.4375,1.4375,0,2,26,676,37.5,2,3,3,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,-1.03215212136676,0.166726043280364,0,0,3,0,0,0,NA,0,-0.443194665807826,0,0,0,0,0,0,0,0,0,0,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,3,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.30209119361285,-1.04439903024185,-1.04954430804501,-1.16042911002884,1.22999791671005,-1.07236981569681,-1.0601405761093,-1.46559862518098,-1.18595720273044,-1.2944399127487,-0.936870014958815,-1.22163907625266,-1.27990787420635,-1.16471718119589,-1.06903644218905,-0.00804112204124021,-0.669421864383371,-0.975158560997329,-1.13621145632579,-0.773108363292995,-1.26542601426329,-1.07269086078234,0.654086605797631,-0.654086605797631,-1.3956532533357,-0.861976622934394,-1.74802990699342,-1.04583282980265,-1.08649907724005,-0.928253520973577,-1.30232695357708,-0.841563076202553,-1.37607476416697,-2.10734611299652,-1.56951085524804,-1.63629781816704,-1.31142999335575,-1.79804163405208,1.5,1.58333333333333,1.66666666666667,-4,0,0,1.91666666666667,0,1
"227","Surveyor 3","",0.568450302,"Thu Oct 01 11:03:01 UTC 2015","Thu Oct 01 11:25:36 UTC 2015","C",0,"Faye1","Nyanadzi",1.54545454545455,1.54545454545455,1,1,37,1369,30,3,4,5,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,-1.03215212136676,0.241964130010009,2,3,0,0,0,0,NA,0,-0.439350957197644,0,0,0,0,0,0,0,0,0,0,2,2,4,2,4,3,2.5,1,1,4,4,4,1,1,1,1,1,1,1,3.66666666666667,5,2,5,4,4,2,2,1,2,2,2,2,5,2,5,4,4,4,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,-1.30209119361285,-1.04439903024185,-1.04954430804501,-1.16042911002884,1.22999791671005,-1.07236981569681,-1.52919029008831,-1.46559862518098,-0.291949417397717,-1.2944399127487,-0.0911763484233544,-0.734809058318846,-0.947156121571908,0.0692040477616394,-1.06903644218905,0.414117785123872,1.16421193805804,-1.41523728121819,-1.13621145632579,0.0220888103797994,-0.759362711902391,-0.413470306706238,-0.0727970142665137,0.0727970142665137,-0.259243479627243,-0.861976622934394,0.754742219350627,0.75732722158123,0.726220968207376,-0.928253520973577,0.0220075564358307,0.329307290687956,-1.37607476416697,0.247271785588033,0.263494523143832,0.200948854862619,0.420306999246066,0.0203605946516979,3.08333333333333,1.91666666666667,2.91666666666667,-3,0,2,2.5,1,1
"228","Surveyor 3","",0.102434799,"Thu Oct 01 11:26:01 UTC 2015","Thu Oct 01 11:46:39 UTC 2015","TG",1,"Faye1","Nyanadzi",1.54545454545455,NA,1,2,32,1024,25,2,4,4,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,-1.03215212136676,0.166726043280364,1,0,3,0,0,0,NA,0,-0.434464484318162,0,0,0,0,0,0,0,1,1,0.222222222222222,2,2,2,2,2,2,3.5,4,1,4,4,4,4,1,1,1,1,1,1,3.5,4,1,4,4,4,4,2,1,2,2,2,2,5,2,4,4,4,2,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,-1.30209119361285,-1.04439903024185,-1.04954430804501,-1.16042911002884,1.22999791671005,-1.07236981569681,-1.52919029008831,-1.46559862518098,-1.18595720273044,-1.2944399127487,-0.936870014958815,-1.22163907625266,-1.36309581236495,-1.16471718119589,0.569632556786869,-1.27451784353658,-0.669421864383371,-0.535079840776472,-0.632117641195336,-0.574309069874797,-0.928050479356025,-0.790167766178298,-0.0727970142665137,0.0727970142665137,0.498363036178398,-1.23674906768848,0.337613531626619,0.75732722158123,0.726220968207376,0.855558968126249,0.370516638018177,0.329307290687956,-1.37607476416697,-0.341382689058106,0.263494523143832,0.200948854862619,-0.734184329155144,-0.343319851089057,3.5,1.5,2.66666666666667,-3,0,0,2.16666666666667,1,1
"229","Surveyor 3","",0.752915458,"Thu Oct 01 11:46:45 UTC 2015","Thu Oct 01 12:07:22 UTC 2015","TP",1,"Faye0","Nyanadzi",NA,1.4375,0,2,19,361,15,2,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,-0.932275471456516,-0.502056869588776,2,3,0,0,0,0,NA,0,-0.439350957197644,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,3.5,4,1,4,4,4,4,1,1,1,1,1,1,3.83333333333333,5,1,5,4,4,4,2,1,2,3,3,3,4,2,4,4,4,4,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.30209119361285,-0.330316581724392,-1.04954430804501,-1.16042911002884,1.22999791671005,-1.07236981569681,-1.52919029008831,-1.46559862518098,-1.18595720273044,-1.2944399127487,-0.936870014958815,-1.22163907625266,-1.36309581236495,0.480511124080816,-1.06903644218905,0.414117785123872,1.16421193805804,-1.41523728121819,-0.632117641195336,0.0220888103797994,-0.421987176995123,-0.225121576970208,-0.0727970142665137,0.0727970142665137,0.877166294081218,-1.23674906768848,0.754742219350627,0.75732722158123,0.726220968207376,0.855558968126249,0.509920270651115,-0.256127892757299,-1.37607476416697,-0.341382689058106,0.874496315941123,0.813364412539173,0.997552663446671,0.141587409898616,3.66666666666667,1.5,3,-3,1,-1,2.66666666666667,0,1
"230","Surveyor 3","",0.13566561,"Thu Oct 01 12:26:10 UTC 2015","Thu Oct 01 12:55:34 UTC 2015","TG",1,"Faye0","Nyanadzi",1.4375,NA,0,3,44,1936,20,1,4,4,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,2,-0.682577208745177,0.802968947893116,3,0,2,3,0,2,NA,2,0.654777680311837,1,0,0,0,0,0,1,1,1,0.444444444444444,5,5,5,5,5,5,2.66666666666667,2,2,3,2,5,2,4,4,4,2,4,4,3,4,2,4,2,4,2,2,2,2,2,2,2,5,2,4,4,4,3,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,-0.553724347799281,-1.04439903024185,-0.286343066651411,-0.379415956498362,0.453706778710971,-0.34328911782977,1.28510799378576,1.45646716957237,1.49606615326772,0.590523782721535,1.60021098464757,1.69934103135021,1.46529408502776,0.480511124080816,0.569632556786869,0.414117785123872,-1.58623876560407,1.22523504010696,-0.632117641195336,0.419687397216197,-0.0846116420878544,0.151575882501853,-1.5265642543948,1.5265642543948,-0.259243479627243,-0.48720417818031,-0.079515156097389,-0.685200819525875,1.08876497729686,-0.571491023153612,-0.187097892513577,0.329307290687956,-0.778593184067334,-0.341382689058106,0.263494523143832,0.200948854862619,-0.156938664954539,-0.10086622059522,2.83333333333333,4.33333333333333,2.83333333333333,-1,1,2,3,1,1
"231","Surveyor 3","",0.665565571,"Wed Sep 30 14:28:07 UTC 2015","Wed Sep 30 14:45:06 UTC 2015","C",0,"Faye1","Bikita",1.54545454545455,1.54545454545455,1,2,22,484,20,1,1,4,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2,-0.637220252149518,0.802968947893116,0,0,0,0,0,0,NA,0,-0.472521919550263,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1.16666666666667,1,1,1,1,1,2,1,1,1,1,1,1,1.83333333333333,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.30209119361285,-0.330316581724392,-1.04954430804501,-1.16042911002884,1.22999791671005,-1.07236981569681,-1.52919029008831,-1.46559862518098,-1.18595720273044,-1.2944399127487,-0.936870014958815,-1.22163907625266,-1.36309581236495,0.480511124080816,0.569632556786869,-1.27451784353658,-0.669421864383371,-0.535079840776472,-0.632117641195336,-0.176710483038399,-0.590674944448757,-0.413470306706238,-1.5265642543948,1.5265642543948,-1.3956532533357,-0.861976622934394,-1.74802990699342,-1.04583282980265,-1.08649907724005,-0.928253520973577,-1.30232695357708,-2.01243344309306,-1.37607476416697,-2.10734611299652,-1.56951085524804,-1.63629781816704,-1.31142999335575,-2.04049526454591,1.5,1.5,1.5,-1,1,3,2.5,0,1
"232","Surveyor 3","",0.622537864,"Wed Sep 30 14:50:51 UTC 2015","Wed Sep 30 15:19:05 UTC 2015","TG",1,"Faye1","Bikita",1.54545454545455,NA,1,2,24,576,25,3,4,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,-1.03215212136676,0.829206750377865,1,3,0,0,0,0,NA,0,-0.448081138687307,0,0,0,0,0,0,0,0,0,0,5,4,4,4,4,4,3.33333333333333,4,1,4,4,4,3,3,1,1,1,1,1,3.5,4,1,4,4,4,4,2,2,2,1,1,2,4,3,3,2,2,4,0,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,-1.30209119361285,-1.04439903024185,-1.04954430804501,-0.379415956498362,1.22999791671005,-1.07236981569681,0.816058279806745,-0.491576693596527,-0.291949417397717,-0.351958065013583,-0.0911763484233544,-0.247979040385035,-0.115276739985814,-1.16471718119589,-0.249701942701093,0.414117785123872,-1.58623876560407,-1.41523728121819,-1.13621145632579,-0.773108363292995,-1.26542601426329,-1.07269086078234,0.654086605797631,-0.654086605797631,0.498363036178398,-1.23674906768848,0.337613531626619,0.75732722158123,0.726220968207376,0.498796470306284,0.300814821701707,-0.256127892757299,-0.181111603967701,-0.930037163704245,-1.56951085524804,-1.63629781816704,0.420306999246066,-0.828227112076729,3.41666666666667,2.75,2.33333333333333,-4,0,0,1.91666666666667,1,1
"233","Surveyor 3","",0.699054345,"Wed Sep 30 15:19:11 UTC 2015","Wed Sep 30 15:40:51 UTC 2015","C",0,"Faye1","Bikita",1.54545454545455,1.54545454545455,1,2,40,1600,15,2,4,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,-0.871310818145932,0.241964130010009,2,3,0,0,0,0,NA,0,-0.439350957197644,0,0,0,0,0,0,0,0,0,0,4,4,4,5,4,4,2,1,1,1,3,3,3,2,1,1,1,1,1,3.5,4,1,4,4,4,4,2,2,2,2,2,1,2,2,2,2,2,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0.194642498014292,-0.330316581724392,-1.04954430804501,-1.16042911002884,1.22999791671005,-1.07236981569681,-0.122041148151279,-0.491576693596527,-0.291949417397717,0.119282858853976,-0.0911763484233544,-0.247979040385035,-0.198464678144423,-1.16471718119589,-1.88837094167702,0.414117785123872,-0.669421864383371,-1.41523728121819,-1.64030527145625,-1.17070695012939,-1.43411378171693,-1.35521395538639,-0.799680634330659,0.799680634330659,-0.638046737530063,-1.23674906768848,-0.913772531545405,0.396695211304454,0.36367695911789,0.498796470306284,-0.256799708830046,-1.42699825964781,-0.778593184067334,-1.51869163835038,-0.95850906245075,-1.02388226049049,-1.31142999335575,-1.43436118831132,2.75,2.66666666666667,1.91666666666667,-2,1,3,1.66666666666667,0,1
"234","Surveyor 3","",0.956642138,"Wed Sep 30 15:41:03 UTC 2015","Wed Sep 30 16:04:58 UTC 2015","TP",1,"Faye0","Bikita",NA,1.4375,0,2,28,784,40,3,4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,2,-0.872921799707982,-0.168702752634087,3,3,3,3,0,0,NA,0,-0.34870769585025,1,0,0,0,0,0,0,1,0,0.222222222222222,5,5,5,4,4,4,3.5,4,1,4,4,4,4,1,1,1,1,1,1,3.66666666666667,4,2,4,4,4,4,4,2,2,2,2,2,4,4,4,2,2,2,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,-1.30209119361285,-1.04439903024185,-1.04954430804501,-1.16042911002884,1.22999791671005,-1.07236981569681,-0.122041148151279,-0.00456572780430228,0.155054475268644,-0.351958065013583,-0.0911763484233544,-0.247979040385035,-0.115276739985814,0.480511124080816,0.569632556786869,0.414117785123872,-1.58623876560407,1.22523504010696,-0.632117641195336,0.419687397216197,-0.0846116420878544,0.151575882501853,0.654086605797631,-0.654086605797631,0.498363036178398,-0.861976622934394,0.337613531626619,0.75732722158123,0.726220968207376,0.855558968126249,0.440218454334646,0.91474247413321,0.416369976131932,-0.341382689058106,-0.95850906245075,-1.02388226049049,-0.734184329155144,-0.343319851089057,3.58333333333333,2.75,2.66666666666667,-4,0,0,3,1,1
"235","Surveyor 3","",0.390808413,"Wed Sep 30 12:14:36 UTC 2015","Wed Sep 30 12:41:29 UTC 2015","TG",1,"Faye1","Bikita",1.54545454545455,NA,1,1,23,529,60,2,5,5,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,-1.03215212136676,0.241964130010009,0,0,3,0,0,0,NA,0,-0.443194665807826,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1.66666666666667,4,1,2,1,1,1,1,1,1,1,1,1,2.16666666666667,4,2,2,2,2,1,2,2,2,2,2,2,4,2,4,4,3,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.30209119361285,-1.04439903024185,-1.04954430804501,-1.16042911002884,1.22999791671005,-1.07236981569681,-1.52919029008831,-1.46559862518098,-1.18595720273044,-1.2944399127487,-0.936870014958815,-1.22163907625266,-1.36309581236495,-1.16471718119589,0.569632556786869,-2.1188356578668,-1.58623876560407,-1.41523728121819,-1.64030527145625,-1.36950624354759,-1.60280154917056,-1.54356268512242,0.654086605797631,-0.654086605797631,0.498363036178398,-0.861976622934394,-1.33090121926941,-1.04583282980265,-1.08649907724005,-1.28501601879354,-0.953817871994738,-0.256127892757299,-0.778593184067334,-0.341382689058106,0.263494523143832,-0.411466702813934,-0.734184329155144,-0.464546666335975,1.91666666666667,1.5,2.58333333333333,-4,1,-3,1.5,1,1
"236","Surveyor 3","",0.495988417,"Wed Sep 30 12:41:42 UTC 2015","Wed Sep 30 13:09:58 UTC 2015","C",0,"Faye1","Bikita",1.54545454545455,1.54545454545455,1,2,26,676,125,2,1,4,2,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1.44994173200171,0.727730861163471,0,0,0,0,0,0,NA,0,-0.472521919550263,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,1.83333333333333,1,1,3,1,1,4,1,1,1,1,1,1,1.83333333333333,1,1,4,2,2,1,4,1,3,3,3,3,4,2,4,4,4,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,-1.30209119361285,-1.04439903024185,-1.04954430804501,-1.16042911002884,1.22999791671005,-1.07236981569681,-0.591090862130291,-0.491576693596527,-0.291949417397717,-0.351958065013583,-0.0911763484233544,-0.247979040385035,-0.364840554461642,-0.342103028557537,0.569632556786869,0.414117785123872,0.247395036837333,-0.975158560997329,-0.632117641195336,0.220888103797999,-0.421987176995123,-0.130947212102192,-1.5265642543948,1.5265642543948,-1.77445651123852,-1.23674906768848,-0.079515156097389,-1.04583282980265,-1.08649907724005,-0.214728525333647,-1.02351968831121,0.91474247413321,-1.37607476416697,0.247271785588033,0.874496315941123,0.813364412539173,0.997552663446671,0.505267855639371,1.83333333333333,2.5,3.25,-1,2,1,2.75,1,1
"237","Surveyor 3","",0.431716959,"Wed Sep 30 13:10:15 UTC 2015","Wed Sep 30 13:35:38 UTC 2015","C",0,"Faye0","Bikita",1.4375,1.4375,0,2,75,5625,0,3,4,4,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,9,-0.00519843624228257,1.99211626209813,3,3,1,0,0,0,NA,0,-0.420845024460501,1,1,0,0,0,0,0,1,1,0.444444444444444,4,4,4,4,4,4,2.5,2,2,4,1,4,2,1,1,1,1,1,1,2.5,4,2,4,1,2,2,2,1,2,2,2,2,3,2,3,4,4,2,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,-0.553724347799281,-1.04439903024185,0.47685817474219,-1.16042911002884,1.22999791671005,-1.07236981569681,-0.591090862130291,-0.491576693596527,-0.291949417397717,-0.351958065013583,-0.0911763484233544,-0.247979040385035,-0.364840554461642,1.30312527671917,0.569632556786869,0.414117785123872,-1.12783031499372,-0.535079840776472,-0.632117641195336,0.419687397216197,-0.253299409541488,0.0574015176338375,0.654086605797631,-0.654086605797631,-0.259243479627243,-0.48720417818031,0.337613531626619,-1.40646484007943,0.00113295002840458,-0.571491023153612,-0.465905157779454,-0.841563076202553,-1.37607476416697,-0.930037163704245,0.263494523143832,0.200948854862619,-0.734184329155144,-0.707000296829812,2.5,2.5,2.41666666666667,-4,-1,-3,2.91666666666667,0,1
"238","Surveyor 3","",0.733823145,"Wed Sep 30 13:35:42 UTC 2015","Wed Sep 30 14:10:15 UTC 2015","TP",1,"Faye1","Bikita",NA,1.54545454545455,1,1,45,2025,10,2,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,-0.771434168235688,0.241964130010009,0,1,0,0,0,0,NA,0,-0.467285053092499,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1.16666666666667,1,1,1,1,1,2,1,1,1,1,1,1,1.83333333333333,2,1,2,2,2,2,3,2,2,2,2,2,4,2,4,3,4,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194642498014292,0.383765866793064,-1.04954430804501,-0.379415956498362,1.22999791671005,-1.07236981569681,-1.52919029008831,-1.46559862518098,-1.18595720273044,-1.2944399127487,-0.936870014958815,-1.22163907625266,-1.36309581236495,0.480511124080816,-1.88837094167702,0.414117785123872,-0.669421864383371,-1.41523728121819,-1.64030527145625,-0.773108363292995,-1.09673824680966,-0.978516495914328,-1.5265642543948,1.5265642543948,-1.3956532533357,-1.23674906768848,-1.74802990699342,-1.04583282980265,-1.08649907724005,-0.571491023153612,-1.30232695357708,0.329307290687956,-0.778593184067334,-0.341382689058106,-0.347507269653459,0.200948854862619,-0.734184329155144,-0.343319851089057,1.5,1.5,2.66666666666667,-1,2,2,2,0,1
"239","Surveyor 3","",0.345168522,"Tue Sep 29 13:07:32 UTC 2015","Tue Sep 29 13:41:31 UTC 2015","TP",1,"Faye1","Bikita",NA,1.54545454545455,1,1,56,3136,20,2,4,5,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,2,-1.03376310292881,1.61913038744981,3,3,3,0,0,0,NA,0,-0.401293521965543,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1.16666666666667,2,1,1,1,1,1,2,1,2,2,2,2,4,2,4,3,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,-1.30209119361285,-1.04439903024185,-1.04954430804501,-1.16042911002884,1.22999791671005,-1.07236981569681,-0.591090862130291,-0.491576693596527,-0.291949417397717,-0.351958065013583,-0.0911763484233544,-0.247979040385035,-0.364840554461642,-0.342103028557537,0.569632556786869,0.414117785123872,-0.669421864383371,-1.41523728121819,-1.64030527145625,-0.375509776456598,-0.759362711902391,-0.601819036442267,0.654086605797631,-0.654086605797631,-1.3956532533357,-1.23674906768848,-2.16515859471743,-1.40646484007943,-1.44904308632954,-1.28501601879354,-1.65083603515943,-0.256127892757299,-1.37607476416697,-0.341382689058106,-0.347507269653459,0.200948854862619,0.420306999246066,-0.343319851089057,1.08333333333333,2.5,2.66666666666667,-4,0,0,2.33333333333333,0,1
